loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4759,3,Graduate,No,244126,22547890,13,553,7669646,21951607,0,496,Approved
4760,1,Not Graduate,Yes,129725,2038390,10,404,19745039,465045,4,678,Rejected
4761,3,Not Graduate,Yes,252824,24554960,16,450,13943161,21726253,3,313,Rejected
4762,1,Graduate,Yes,117949,11676230,19,800,2164642,8033279,14,385,Rejected
4763,5,Not Graduate,Yes,687939,27819359,16,516,3173567,14959704,10,702,Approved
4764,5,Graduate,Yes,811614,26954887,11,526,6347656,25783020,3,896,Approved
4765,4,Not Graduate,No,136156,17069048,6,842,6412847,12480026,3,822,Approved
4766,2,Not Graduate,Yes,213481,27765415,4,872,2065519,9292140,4,893,Rejected
4767,4,Not Graduate,No,788311,17541971,20,343,7259036,2331187,11,476,Approved
4768,2,Graduate,No,60707,1777779,18,557,7762129,1142695,5,589,Approved
4769,1,Not Graduate,No,771313,6941919,14,513,6799965,1318933,13,881,Approved
4770,3,Not Graduate,Yes,1226331,27357921,18,675,1903124,2781652,27926735,17721569,Rejected
4771,4,Graduate,No,2294291,24420649,14,591,2792537,2091219,26537270,11798021,Approved
4772,2,Not Graduate,No,6853385,1187771,2,768,23032103,26153991,7695082,15333589,Approved
4773,4,Not Graduate,No,5452075,18014415,2,307,3147887,4217635,28590228,9439949,Rejected
4774,4,Graduate,No,4398606,8290213,12,624,23641900,29383132,9297729,29665346,Rejected
4775,1,Not Graduate,Yes,3378117,15392507,10,389,16332364,11772777,28787125,28996195,Rejected
4776,2,Not Graduate,Yes,4981617,20634497,18,507,13053104,28168651,10528922,5868555,Rejected
4777,2,Not Graduate,No,7874626,12121089,4,591,1587542,28715260,4066981,10212588,Approved
4778,2,Graduate,Yes,5787913,20051532,16,583,20639379,8836621,4467801,15173441,Rejected
4779,4,Not Graduate,No,4233149,12991223,10,417,15120484,19063535,10598073,27132673,Approved
4780,3,Not Graduate,No,5816741,27749038,4,648,24522485,931253,10514237,18498958,Approved
4781,2,Not Graduate,Yes,3304802,1751518,20,474,21633652,14244820,18960741,29726175,Approved
4782,5,Graduate,No,4657263,26004539,12,375,26805851,1844053,12463277,29878918,Rejected
4783,4,Not Graduate,Yes,4988198,18290529,20,400,23834000,14962324,693464,3295453,Approved
4784,1,Graduate,Yes,3233460,13320194,16,713,27992091,17320171,9107338,5870747,Approved
4785,3,Graduate,Yes,7584609,29380039,8,450,25320360,13968689,1577415,28791437,Rejected
4786,5,Graduate,Yes,6716538,15828758,4,699,13158337,13658790,4262663,27302315,Rejected
4787,5,Graduate,No,4615362,17716407,10,569,29783576,11938835,3593824,28730525,Rejected
4788,1,Graduate,Yes,1752557,29626813,4,757,28110905,3307735,15872628,25007056,Approved
4789,3,Graduate,No,1990687,3332214,4,370,27764209,21568342,21445439,304543,Rejected
4790,4,Not Graduate,No,9811768,28496053,12,792,6234408,10186886,24814053,29141997,Approved
4791,0,Graduate,No,4557025,6081820,20,479,17401989,28474248,1358356,3112261,Approved
4792,3,Not Graduate,No,5772864,23043878,18,423,7581002,25538969,18292935,1456498,Rejected
4793,1,Not Graduate,Yes,4288963,28029286,8,680,18794744,11842981,20918642,16684375,Approved
4794,5,Graduate,Yes,4374910,10042832,12,592,1678332,2053413,25981941,12086533,Approved
4795,4,Not Graduate,No,3868045,3250397,14,584,1002021,23463157,837566,29334810,Approved
4796,3,Not Graduate,No,5685773,11387892,12,494,23069573,13377212,6642516,21490513,Approved
4797,0,Not Graduate,Yes,5332691,11390284,16,698,2185132,25851435,9545151,28257111,Rejected
4798,0,Not Graduate,No,1468616,9291860,8,527,26584138,15020117,8483063,9101540,Approved
4799,2,Graduate,Yes,4717733,16850898,2,730,28788365,1657387,8123155,9369879,Rejected
4800,2,Not Graduate,No,8414520,27850356,14,729,13372225,2791241,26675463,15886181,Approved
4801,1,Graduate,Yes,1990036,9843026,6,735,17069223,27802998,18001197,6423841,Approved
4802,3,Not Graduate,No,3369729,8726360,12,574,15446786,8037821,2336798,9380814,Rejected
4803,3,Not Graduate,No,8085159,25623829,4,760,10884598,17998201,29550065,19015370,Approved
4804,5,Graduate,Yes,7679156,2472542,18,405,15196020,11967877,27735288,25169109,Approved
4805,5,Not Graduate,No,9954531,26110864,2,320,12453218,25511568,15516252,2657303,Approved
4806,5,Not Graduate,No,9444718,5473014,12,363,26690784,27194418,18935560,5390656,Approved
4807,2,Not Graduate,Yes,9852771,14245462,12,464,23555735,27009265,23260430,28199185,Approved
4808,3,Graduate,No,8404428,18339837,10,326,2928785,2604325,17612381,26870315,Approved
4809,3,Not Graduate,Yes,4702271,4529801,10,610,14931903,2761623,28546713,26547512,Rejected
4810,0,Graduate,Yes,4542879,5808163,2,799,15705328,18454066,13395337,8324458,Rejected
4811,2,Not Graduate,No,2822523,7284851,20,584,9758579,3783799,18511644,9491099,Rejected
4812,4,Graduate,No,5246771,19375315,10,447,4791164,15940295,3822069,6663143,Approved
4813,2,Graduate,No,9140145,13583071,4,580,1612119,5709716,29646415,665979,Approved
4814,4,Not Graduate,No,2256124,13201841,14,625,24704748,10245367,10432291,5446342,Approved
4815,0,Not Graduate,No,1341531,10600177,6,618,15516706,20664148,3144787,17561494,Rejected
4816,1,Graduate,No,1364645,13949915,8,463,25553597,432184,8346988,14526420,Approved
4817,3,Graduate,No,1928127,2195885,6,685,6277120,9598333,19590005,25673377,Rejected
4818,0,Not Graduate,Yes,5630076,10544691,6,705,4216803,19114022,11641380,26142602,Approved
4819,3,Graduate,No,9359690,28140148,8,523,9015448,29788119,9942357,7806421,Approved
4820,5,Not Graduate,Yes,4754849,4898190,10,571,29804972,28500768,10666822,20861673,Approved
4821,1,Not Graduate,No,8074587,25163349,2,445,10022832,7517201,7992726,19247778,Rejected
4822,1,Not Graduate,No,7015350,4388445,8,752,9835003,19685303,25621928,7104627,Approved
4823,0,Not Graduate,Yes,8836900,20520190,16,737,19360893,658139,18943719,10926684,Rejected
4824,1,Graduate,No,2115777,12880707,20,655,29225450,19747640,8045391,20575273,Approved
4825,4,Not Graduate,No,4012664,10667788,14,329,9260513,15860467,8622693,3198747,Approved
4826,1,Graduate,Yes,1473181,12721786,18,344,143704,6592863,9146779,5476049,Rejected
4827,3,Not Graduate,No,1991633,9197590,10,574,15366031,8234955,498095,13114573,Approved
4828,3,Graduate,No,2561774,9182535,20,770,13723361,23385903,10556069,16419281,Approved
4829,3,Not Graduate,No,3290358,25843729,8,333,8454364,20882729,26333556,18680087,Approved
4830,3,Graduate,Yes,4360562,13919819,16,440,23508882,22992457,27601120,9010823,Approved
4831,4,Graduate,No,7476610,20361398,18,726,15923094,21094509,9879032,18588265,Rejected
4832,2,Not Graduate,No,2265524,11196894,14,617,9755672,13409459,25187400,25512053,Rejected
4833,5,Not Graduate,No,1750632,13988365,14,673,28712117,12859305,12061944,26332396,Approved
4834,0,Not Graduate,No,6710715,5363089,10,520,29169138,19838697,11151870,21535028,Approved
4835,3,Not Graduate,Yes,9026086,15884599,8,655,24669000,27897625,11113050,10878407,Rejected
4836,1,Graduate,Yes,3743087,20575137,20,321,7775872,22831128,3330263,5758851,Approved
4837,3,Not Graduate,No,1409711,13762750,2,479,4714386,8688458,24143820,29892058,Rejected
4838,1,Graduate,No,4211584,26434984,20,735,2396640,12339990,13618777,8468579,Approved
4839,5,Graduate,Yes,7413283,28735755,20,666,13626273,22381281,13911580,14058464,Rejected
4840,5,Not Graduate,Yes,2119715,18219120,14,719,6375247,16619576,3665842,27039024,Rejected
4841,5,Graduate,No,3090310,22847630,2,628,14311147,25206963,11126576,9954657,Rejected
4842,1,Graduate,Yes,6814768,6092792,2,530,6994791,13222119,2791338,21369117,Rejected
4843,3,Graduate,No,9849220,1578526,10,798,20055478,25937789,10574811,19626311,Approved
4844,5,Graduate,Yes,8824454,7612208,18,702,8246673,303446,11300059,13924414,Approved
4845,4,Not Graduate,Yes,9315995,15244857,12,337,7421473,3371484,20114247,26481326,Rejected
4846,1,Not Graduate,Yes,7226451,8587676,6,369,27091288,1398558,14413188,12768696,Rejected
4847,1,Not Graduate,Yes,8564220,18614609,6,415,1916796,26151487,10689065,6779617,Rejected
4848,3,Not Graduate,No,2044613,12734111,14,538,1286188,2761158,11841158,9587718,Rejected
4849,1,Graduate,Yes,1797638,17541989,12,634,8822405,1717479,8234025,17623678,Approved
4850,1,Graduate,Yes,7634897,22911760,18,740,15960084,26964256,3945123,723879,Rejected
4851,5,Not Graduate,No,8248670,1814422,12,447,19863161,1045716,10943336,12377179,Rejected
4852,3,Not Graduate,Yes,2930525,23082647,10,308,20945989,3823873,4768026,20109222,Rejected
4853,5,Not Graduate,Yes,7939103,15607153,20,587,25966431,19739153,27329593,18397030,Rejected
4854,5,Graduate,No,2956070,26900807,14,687,14670696,29260462,20860717,18221531,Rejected
4855,3,Not Graduate,Yes,9378234,17406440,2,349,14817327,11323620,4836161,1502718,Rejected
4856,0,Not Graduate,No,788859,20040645,14,637,23414250,3693793,18557464,13772237,Rejected
4857,5,Not Graduate,No,5508341,20913028,6,304,7948838,16174882,6126664,19605556,Approved
4858,4,Graduate,No,5249766,13663723,18,703,18561310,6115762,10996634,17971953,Rejected
4859,4,Graduate,No,2046236,29042104,12,642,10533405,10509308,7709824,11932133,Rejected
4860,1,Graduate,Yes,9482913,20715903,18,425,17016824,2553589,14375753,6696579,Rejected
4861,4,Graduate,No,4757341,17192668,10,374,13130483,22974865,21573033,398825,Approved
4862,1,Graduate,Yes,4259834,6153435,14,464,3662097,18475629,18957235,14468459,Approved
4863,0,Graduate,Yes,3127988,2416842,8,577,8737723,27696893,17557173,13654424,Approved
4864,3,Graduate,Yes,5977093,28497080,14,741,29190743,13027415,1913980,1885190,Rejected
4865,3,Graduate,Yes,9092974,4689024,2,623,8054515,137799,1507394,4695781,Rejected
4866,3,Not Graduate,Yes,1002420,22173866,14,776,4297084,21737340,2979845,21869211,Rejected
4867,4,Not Graduate,Yes,6029046,21479634,16,599,14074334,8570397,2712188,17007812,Approved
4868,0,Graduate,Yes,2179161,11670216,10,589,25982990,20594996,8642873,4993899,Rejected
4869,4,Graduate,Yes,9926807,4641771,4,376,19923459,24673161,4713797,11267806,Approved
4870,4,Not Graduate,Yes,1160902,7428099,10,597,4042942,24928598,14844468,4122990,Approved
4871,0,Graduate,Yes,8062116,5079441,12,436,17630375,4170163,910913,15905769,Approved
4872,0,Graduate,No,2038112,6356430,4,405,20676104,4628656,2057017,14299385,Approved
4873,0,Graduate,No,2226676,24552818,12,394,17672812,22921354,653817,12494418,Approved
4874,0,Not Graduate,No,2185996,18737868,12,434,7648392,5882049,17773649,15410415,Rejected
4875,3,Not Graduate,Yes,3746417,3188370,2,367,19208345,5688505,27201110,11131259,Rejected
4876,2,Not Graduate,No,9591044,16861936,2,446,13165955,9190617,19358721,9822090,Approved
4877,2,Not Graduate,No,1852144,10937093,20,789,1600720,24464547,6555851,23274343,Rejected
4878,0,Not Graduate,No,2051330,10955951,6,777,19382543,4306080,4108949,294358,Rejected
4879,2,Graduate,Yes,1471248,29491319,20,458,19996814,14389772,22905636,14379782,Approved
4880,2,Not Graduate,Yes,5157851,14490123,20,683,22961762,23850791,21653907,7594902,Approved
4881,0,Graduate,Yes,7195306,15023346,6,462,11671416,6805080,21451287,24610492,Rejected
4882,2,Graduate,Yes,5878750,15396836,8,740,14425907,16990019,20981103,19651014,Rejected
4883,4,Not Graduate,No,3107411,29551568,4,640,16708676,19033129,13157587,4721005,Rejected
4884,1,Not Graduate,No,2193439,14869526,18,488,23165174,24783762,15216576,9970977,Rejected
4885,1,Graduate,No,2331094,7985945,20,714,27135236,23566545,7138512,21747561,Approved
4886,0,Graduate,No,3937172,10144220,14,638,8979219,10842852,9886458,11374994,Rejected
4887,3,Graduate,Yes,9947933,21771744,14,394,13015118,4215645,20813696,26347577,Approved
4888,0,Not Graduate,Yes,7419875,3076475,12,480,29107857,23428370,7567476,1247752,Approved
4889,3,Not Graduate,Yes,6423361,3141912,6,587,13320814,26420153,9335411,29750575,Rejected
4890,1,Not Graduate,No,2463571,4144311,12,621,15371868,2870581,3486444,4695154,Rejected
4891,0,Not Graduate,Yes,6042511,18062838,16,486,8817164,24467151,7163357,22134993,Rejected
4892,5,Not Graduate,Yes,9485826,19740105,16,671,14260995,23792448,29175912,22078504,Approved
4893,4,Graduate,No,4315144,28072686,18,437,20452265,8120459,10484206,11703087,Approved
4894,2,Not Graduate,No,3936252,13414998,2,429,6626924,11883287,5509165,116908,Approved
4895,3,Graduate,Yes,1317052,19173652,2,493,6045001,21791265,4873014,2343145,Approved
4896,5,Graduate,Yes,8096585,10056148,6,615,22654140,6600500,17245514,11764504,Rejected
4897,2,Graduate,Yes,6769324,3195690,6,771,25646174,16856056,29168855,5846899,Approved
4898,2,Not Graduate,Yes,1928080,10976844,20,572,496232,5408647,4330453,23574093,Approved
4899,0,Not Graduate,Yes,9990536,14399140,16,651,20411399,161297,17347519,851563,Rejected
4900,2,Not Graduate,Yes,3021279,22947296,20,443,24379458,28135480,9377259,9239320,Approved
4901,4,Graduate,No,8003888,22483031,2,315,10075631,1931375,5170988,12336530,Approved
4902,5,Graduate,No,6619848,14852523,4,601,19406189,4243460,3317657,5360678,Rejected
4903,2,Graduate,No,3226016,20759626,4,722,10435327,2305433,3336640,9029750,Approved
4904,0,Graduate,Yes,1744289,24451408,6,544,29037064,5926069,29354519,25403726,Approved
4905,4,Graduate,No,942939,19181571,12,714,20689885,20997458,15526398,6612303,Approved
4906,1,Graduate,Yes,9940815,28841304,2,406,26592372,6739202,5000738,10548839,Approved
4907,5,Not Graduate,Yes,3782972,6056093,4,387,3991818,2087001,2660891,26760265,Rejected
4908,2,Not Graduate,No,9192832,15358216,2,428,8164962,19458938,15173091,8127678,Approved
4909,0,Not Graduate,Yes,4914473,17331284,10,694,20556260,3455673,23773135,24990019,Rejected
4910,1,Not Graduate,Yes,3211793,29589907,14,674,22818300,29762809,21393383,12893170,Approved
4911,1,Graduate,No,2819124,3464722,16,640,5070121,7605502,25724943,25648274,Rejected
4912,3,Graduate,No,4423227,7559442,20,303,27190435,25038411,15978042,10286846,Rejected
4913,4,Not Graduate,No,2573290,16136395,2,626,250231,1731530,22775760,15196443,Rejected
4914,2,Graduate,Yes,3018970,6630761,14,709,9450124,5358699,14514418,5310074,Approved
4915,0,Not Graduate,No,4389877,14939600,10,666,12963083,11801243,27129781,1519598,Approved
4916,3,Not Graduate,No,2227408,3901092,20,605,21512740,6773329,19119310,27375309,Approved
4917,4,Not Graduate,Yes,3301742,28416053,2,695,20149321,8530508,2192271,19436448,Rejected
4918,3,Graduate,No,1555675,16783215,6,394,23518715,5552612,15533326,45807,Approved
4919,5,Not Graduate,No,6516854,10911142,14,508,978935,7089109,16071416,14149001,Approved
4920,4,Not Graduate,No,7936754,2722907,20,524,5267528,6829313,19622592,18213202,Approved
4921,4,Not Graduate,Yes,1465188,28681791,2,758,9419059,11762302,20733774,17437717,Approved
4922,2,Graduate,Yes,2661088,14063720,14,647,18907334,14717924,5236441,1558274,Rejected
4923,4,Graduate,Yes,8518006,20647790,10,779,420993,14882694,20508786,13211492,Rejected
4924,3,Not Graduate,Yes,2820484,7882799,2,620,3401461,12366105,23119427,25813096,Approved
4925,4,Graduate,No,4605223,25729233,2,346,19038007,22989911,11420970,4732369,Approved
4926,2,Graduate,Yes,987510,7921983,2,775,8634939,9057483,26367812,28349898,Approved
4927,2,Graduate,Yes,6854986,7526925,18,480,28197654,4790287,5831052,19715503,Rejected
4928,5,Graduate,No,8109964,23143202,6,405,13674086,17030294,9978954,3764993,Approved
4929,3,Graduate,No,6295250,12277547,10,498,29550399,15446951,13685713,17087179,Rejected
4930,1,Graduate,No,4555447,13374888,20,685,21378534,17146109,24716390,20868917,Rejected
4931,1,Graduate,Yes,2173879,24536507,18,405,24051540,3101883,12823529,17960709,Approved
4932,4,Graduate,Yes,2280752,9343528,12,579,20858006,22176072,3254449,15576682,Approved
4933,5,Graduate,Yes,3793331,28210764,18,559,13430428,715295,8994006,21519098,Approved
4934,0,Graduate,No,4264455,11488017,16,407,27962573,18656014,21085126,26589095,Rejected
4935,4,Not Graduate,No,7753817,23309604,16,318,29032409,20777956,9976122,4618219,Rejected
4936,5,Not Graduate,Yes,4835518,9020364,2,709,2752690,26158476,20100134,23243996,Approved
4937,3,Graduate,No,9291690,8451747,18,758,14928068,1054212,5271810,14516602,Rejected
4938,3,Not Graduate,No,9089747,29338206,12,595,1003510,19135946,4935371,26873053,Approved
4939,3,Not Graduate,No,5722798,4881857,18,605,12600030,3485001,260102,29216001,Approved
4940,3,Graduate,Yes,4404722,5537871,6,470,17848408,2080563,16091184,27906760,Rejected
4941,3,Graduate,No,5715622,18068680,6,630,14811934,27134796,22294041,1551726,Rejected
4942,5,Graduate,No,7379771,5739400,12,792,20192689,25449640,5818528,13426433,Rejected
4943,5,Not Graduate,Yes,8981209,12062437,18,494,1860371,27006644,8214372,10895584,Rejected
4944,2,Not Graduate,Yes,3675684,16168970,14,311,12585707,15956333,8536239,21168865,Approved
4945,1,Graduate,No,1129085,17895797,6,494,24555728,21492913,1343054,2900203,Approved
4946,3,Graduate,No,6571845,23148023,6,789,11899372,5243534,10722305,18428086,Approved
4947,0,Graduate,Yes,3018638,21629472,4,582,18348696,27841897,3159016,7062215,Rejected
4948,5,Not Graduate,Yes,1103103,26504364,18,668,11799564,11065982,18503550,24336228,Approved
4949,0,Not Graduate,No,2489968,18278806,6,481,27096697,24446726,20130246,20397813,Rejected
4950,0,Not Graduate,No,5803943,27584236,10,749,20392806,11113511,18624415,22297019,Rejected
4951,0,Not Graduate,No,5997191,21137708,18,604,15860841,16903067,28373267,22464352,Rejected
4952,2,Graduate,No,1757008,27796193,16,443,19138117,19427743,18415220,24566789,Approved
4953,5,Graduate,Yes,6973507,18649544,4,685,28355682,4861282,1729187,9196670,Rejected
4954,0,Graduate,No,7937693,17271063,6,615,24015441,17572094,11716383,28154983,Rejected
4955,3,Graduate,No,5637997,5809479,4,481,14843466,2053262,21238811,29999852,Rejected
4956,4,Not Graduate,Yes,7770518,14753606,16,329,19729269,18714351,22594892,667538,Rejected
4957,0,Not Graduate,No,6011934,4110691,12,383,3291987,27573987,20237312,4607455,Rejected
4958,2,Graduate,Yes,8673321,19135313,12,465,13001919,27707220,1330363,18790554,Rejected
4959,5,Graduate,No,8399284,12688962,18,583,13984068,24963781,3446839,11466986,Rejected
4960,2,Not Graduate,No,1503171,14431835,16,580,24318930,23226944,3113506,4872691,Rejected
4961,0,Graduate,Yes,7714938,26090373,8,395,29583162,25392003,29463663,18839840,Rejected
4962,5,Not Graduate,Yes,3400737,19071531,8,680,29268923,2072171,24944413,29811197,Rejected
4963,4,Graduate,No,1870485,23864811,18,565,15189458,28814268,13928440,27112999,Rejected
4964,0,Graduate,No,7545900,20352724,2,743,14255470,5460388,18338230,4261663,Rejected
4965,2,Graduate,No,2181076,11764827,4,597,9179279,14274198,13305560,2300612,Approved
4966,1,Graduate,Yes,9001598,10746919,4,595,12896471,25158876,29943375,4010768,Approved
4967,3,Graduate,No,5812399,17762293,12,524,21040488,21321556,4589369,10431357,Rejected
4968,2,Graduate,Yes,1481883,5510784,8,632,13076803,10867948,23398994,18103047,Rejected
4969,5,Graduate,Yes,2168321,27455291,20,660,25750542,22889456,27985472,24280632,Rejected
4970,0,Not Graduate,No,3793705,17941290,6,673,5492952,1200346,24309060,29646433,Approved
4971,3,Not Graduate,Yes,6654512,3570466,6,341,14681579,15115750,3257983,26071176,Approved
4972,0,Not Graduate,No,4259505,13043788,6,602,27360182,25651111,6902066,9279863,Approved
4973,5,Not Graduate,No,8915414,15622008,12,720,10197174,12372428,22851093,10348630,Rejected
4974,0,Not Graduate,No,5918952,13871728,16,545,10893581,22991510,12042858,28442018,Rejected
4975,1,Graduate,No,5109688,10179253,14,507,13425584,29133434,8033651,15009521,Rejected
4976,3,Graduate,No,4764423,4287093,8,536,6297042,1760399,17529188,27444422,Rejected
4977,3,Not Graduate,Yes,8681883,2017481,8,321,13601637,25461725,16578740,29777358,Approved
4978,5,Graduate,Yes,8806681,21372020,20,484,4052579,14758076,25425251,1881397,Rejected
4979,1,Not Graduate,No,7670837,9451115,4,767,7200262,6136062,11966115,3911251,Approved
4980,2,Not Graduate,No,2019603,27271534,2,541,9158173,15593539,3631171,12994289,Approved
4981,0,Graduate,Yes,2250740,3338377,18,662,14186962,11473511,7973155,26846488,Rejected
4982,4,Graduate,Yes,1363403,18583780,4,582,28862768,12523855,10627763,20323650,Approved
4983,0,Graduate,Yes,9768511,21696165,16,340,20661391,16677534,4976820,27644667,Approved
4984,0,Not Graduate,Yes,1385421,7047511,18,635,7725166,23124788,3743185,762557,Approved
4985,2,Graduate,No,4778384,10998081,8,461,7689205,23212905,10746289,22044598,Approved
4986,0,Not Graduate,No,5995671,16902677,16,459,27283015,13663640,28021649,29395885,Rejected
4987,1,Not Graduate,Yes,1478836,27877776,18,773,18386641,4143403,25880085,24944791,Rejected
4988,1,Not Graduate,No,3723522,16176077,20,388,19080923,2203531,12159041,19496929,Approved
4989,3,Graduate,Yes,2717181,1737954,20,621,26705487,17846628,22545428,29312301,Rejected
4990,5,Graduate,No,9068438,3908056,10,311,17776115,21192959,12814719,8971541,Approved
4991,4,Not Graduate,Yes,2056518,8840130,14,723,5462610,10421231,24363,7188106,Rejected
4992,0,Graduate,No,3159083,26135214,20,372,2098729,26401120,16037478,321199,Rejected
4993,0,Graduate,Yes,4613640,10095781,8,375,29467920,3303131,8783406,22139911,Rejected
4994,2,Graduate,Yes,5000398,6934261,2,645,24014526,23043592,2045990,26092326,Rejected
4995,5,Not Graduate,No,5377708,5510579,6,500,18598060,19730244,5178652,3829994,Rejected
4996,1,Not Graduate,Yes,8380317,10068055,10,309,17728518,29977525,1385049,26577570,Approved
4997,4,Graduate,No,9754791,27227228,6,651,24345754,7490291,10487380,19206704,Rejected
4998,3,Not Graduate,No,9511501,14562026,14,525,16465417,22163125,5567248,13329543,Approved
4999,1,Graduate,Yes,8781447,12368856,18,475,29370913,17174811,1498447,24169269,Approved
5000,5,Graduate,No,4395958,12002595,12,575,1120803,6188343,11629755,16806308,Rejected
5001,3,Graduate,No,7576042,12142521,20,338,26070936,15286370,18322504,5113050,Approved
5002,2,Graduate,No,9339765,15634171,2,359,23917061,3793092,12491230,24486235,Rejected
5003,2,Not Graduate,No,1765898,25340709,14,365,12124055,1731041,24959536,657191,Approved
5004,0,Not Graduate,No,2620539,20312448,6,620,16139153,24511341,16046593,14992929,Approved
5005,5,Not Graduate,Yes,1380412,8704694,10,734,7587973,6113100,18372339,10776415,Rejected
5006,4,Graduate,No,6447148,3378907,20,423,12253468,16468585,29380783,17660651,Rejected
5007,3,Graduate,No,3731185,7990607,8,463,150653,16074092,10387693,20858750,Rejected
5008,1,Graduate,No,7819764,5532688,20,707,14997400,20367727,26114957,10279184,Rejected
5009,5,Not Graduate,No,9206483,25356967,10,710,29623734,2417209,14572602,25037984,Approved
5010,5,Graduate,No,6423098,28995739,10,685,2488144,17304141,25616224,3509934,Rejected
5011,2,Not Graduate,Yes,1728337,24910347,12,458,22739629,23534666,5264482,28625203,Approved
5012,0,Not Graduate,No,984814,3363162,20,356,21904535,2925609,29235129,7988597,Approved
5013,0,Not Graduate,Yes,8859922,22659125,20,377,20261194,29073829,6130158,16382927,Approved
5014,3,Not Graduate,Yes,4190583,6680820,12,493,11845145,9145155,18168754,16984796,Approved
5015,2,Not Graduate,Yes,2099908,27080937,16,584,5942654,15041716,7219155,17546248,Approved
5016,5,Not Graduate,Yes,2664412,20470010,16,314,11877490,17383968,6817281,26838816,Approved
5017,4,Graduate,No,5809792,11600157,18,311,5839741,18116678,23479026,16001467,Rejected
5018,2,Graduate,Yes,2853847,3345704,16,400,5088539,23604791,20884776,29908080,Approved
5019,3,Not Graduate,Yes,3392478,13969633,4,455,23712642,10599528,23770234,20549596,Approved
5020,3,Not Graduate,No,2484117,9811940,20,639,22557770,7687268,16948452,29524372,Approved
5021,2,Graduate,No,6449852,25997254,2,424,8774821,22894898,19787345,8865465,Rejected
5022,3,Not Graduate,No,529725,9277983,20,658,22074556,7204425,89743,26825924,Rejected
5023,2,Not Graduate,Yes,9684536,18069791,4,579,19273805,5158570,13030787,25176841,Approved
5024,1,Graduate,No,1388036,19236916,4,704,416690,4823416,24203403,22843141,Rejected
5025,2,Not Graduate,No,3471783,26195160,6,693,26329775,5210766,20890140,3931895,Approved
5026,2,Not Graduate,Yes,3162761,20978294,20,409,2996244,17914533,1955206,19878002,Rejected
5027,3,Not Graduate,No,7024559,11031033,14,633,12735029,24136078,29253901,7285880,Approved
5028,3,Graduate,No,3013024,20384838,4,656,26043575,5560068,1138422,2651788,Rejected
5029,0,Graduate,No,2898083,19664179,2,445,5359462,2957532,758795,28721216,Rejected
5030,0,Graduate,No,7036295,6304120,12,515,7838941,18943570,24409954,27534611,Rejected
5031,1,Not Graduate,Yes,4409439,20549821,18,697,26088250,299189,13397380,209720,Approved
5032,0,Not Graduate,No,6127745,2447947,6,461,17455282,6508850,18541904,18995438,Approved
5033,2,Graduate,No,4411146,6813775,12,427,1877779,1559049,19735033,14383405,Approved
5034,3,Not Graduate,Yes,2207017,25019663,6,613,1625199,6136821,27870313,20768135,Rejected
5035,0,Not Graduate,No,1189556,13565034,2,631,1801951,27420675,17016863,25079305,Rejected
5036,0,Not Graduate,Yes,7788538,26055715,10,449,8441557,19151710,13962313,19792840,Approved
5037,1,Not Graduate,No,2753722,7472652,20,753,29824058,9244561,12872874,23331184,Rejected
5038,5,Not Graduate,Yes,2149729,24383686,8,335,27358534,504655,12482384,12525800,Approved
5039,1,Graduate,Yes,1616271,19275555,14,472,28720008,28942311,21291369,10520770,Approved
5040,2,Not Graduate,Yes,3599555,15219886,12,719,9397868,12350243,13127304,12505994,Approved
5041,3,Graduate,Yes,6183797,16913266,20,321,8228736,236824,29746608,24677387,Approved
5042,1,Not Graduate,No,2181641,1676296,14,505,17566364,28823766,12186528,18472841,Rejected
5043,0,Graduate,Yes,1016409,1379039,10,426,16495815,9456587,22876131,25060248,Rejected
5044,3,Not Graduate,No,1166165,1528714,8,635,25118007,19926625,20549731,13361840,Rejected
5045,3,Graduate,Yes,3288363,8035655,14,744,26681333,21325219,2942609,27127984,Approved
5046,0,Not Graduate,Yes,4976321,9368352,14,655,9941699,16633956,10188808,10123480,Rejected
5047,1,Graduate,Yes,4210388,20688406,12,739,25149818,20802498,24935997,26817546,Approved
5048,0,Not Graduate,No,3735192,9941047,16,516,23785858,10076732,25590456,15271357,Approved
5049,5,Graduate,Yes,2435090,21919751,8,395,20598517,29009204,15901724,29397621,Approved
5050,3,Not Graduate,No,9633790,18050668,20,716,10557676,4166289,1572732,7016611,Approved
5051,4,Graduate,No,4437270,17708666,10,728,29033063,27892650,27106417,3837478,Approved
5052,4,Graduate,No,7239013,26944707,8,463,1308166,10194850,9898445,4024537,Approved
5053,2,Not Graduate,No,7589975,5371047,2,447,28035354,15078909,24794008,2780877,Rejected
5054,0,Not Graduate,No,9305586,14721794,16,317,27260928,93246,13834629,11008998,Rejected
5055,0,Graduate,No,1533316,8184872,2,593,28886746,22115960,2740855,3031863,Rejected
5056,2,Not Graduate,No,5319075,19967137,10,494,29098447,25374710,9880233,17927527,Rejected
5057,2,Graduate,No,5242297,8427297,12,450,22969573,2367713,20117660,1595776,Approved
5058,2,Graduate,No,4368452,20975372,12,779,9511878,26595432,3750222,10457143,Approved
5059,3,Graduate,Yes,8574037,23578254,10,664,2511019,13443843,1380188,19894389,Rejected
